unnecessary#a  necessary#a
big#a#3  heavy#a#1  10
big#a#2  heavy#a#1  10
big#a#1  heavy#a#26  10
big#a#4  heavy#a#15  10
big#a#8  heavy#a#27  10
big#a#11  heavy#a#5  10
big#a#5  heavy#a#12  10
big#a#5  heavy#a#27  10
big#a#5  heavy#a#10  10
big#a#5  heavy#a#1  10
big#a#12  heavy#a#3  10
big#a#10  heavy#a#4  10
big#a#5  heavy#a#20  10
big#a#11  heavy#a#17  9
big#a#13  heavy#a#10  9
big#a#1  heavy#a#11  9
big#a#5  heavy#a#17  9
big#a#11  heavy#a#12  9
big#a#3  heavy#a#17  9
big#a#4  heavy#a#8  9
big#a#13  heavy#a#17  9
big#a#5  heavy#a#24  9
big#a#5  heavy#a#16  8
big#a#5  heavy#a#13  8
big#a#12  heavy#a#1  8
big#a#11  heavy#a#19  8
big#a#1  heavy#a#23  8
big#a#7  heavy#a#27  8
big#a#11  heavy#a#15  8
big#a#12  heavy#a#27  8
big#a#1  heavy#a#15  8
big#a#12  heavy#a#18  8
big#a#8  heavy#a#1  8
big#a#12  heavy#a#6  8
big#a#11  heavy#a#6  8
big#a#1  heavy#a#25  8
big#a#13  heavy#a#12  8
big#a#13  heavy#a#3  8
big#a#2  heavy#a#27  7
big#a#5  heavy#a#4  7
big#a#13  heavy#a#13  7
big#a#2  heavy#a#8  7
big#a#11  heavy#a#1  7
big#a#11  heavy#a#18  7
big#a#12  heavy#a#24  7
big#a#4  heavy#a#4  7
big#a#12  heavy#a#16  7
big#a#13  heavy#a#4  7
big#a#4  heavy#a#24  7
big#a#11  heavy#a#26  7
big#a#7  heavy#a#1  7
big#a#13  heavy#a#22  7
big#a#12  heavy#a#26  7
big#a#8  heavy#a#4  7
big#a#9  heavy#a#1  7
big#a#13  heavy#a#18  6
big#a#8  heavy#a#3  6
big#a#1  heavy#a#7  6
big#a#4  heavy#a#12  6
big#a#12  heavy#a#10  6
big#a#3  heavy#a#27  6
big#a#1  heavy#a#14  6
big#a#3  heavy#a#4  6
big#a#12  heavy#a#20  6
big#a#11  heavy#a#27  6
big#a#5  heavy#a#25  6
big#a#12  heavy#a#12  6
big#a#13  heavy#a#16  6
big#a#10  heavy#a#24  6
big#a#11  heavy#a#20  6
big#a#11  heavy#a#3  6
big#a#9  heavy#a#17  6
big#a#13  heavy#a#8  6
big#a#10  heavy#a#13  5
big#a#5  heavy#a#14  5
big#a#5  heavy#a#3  5
big#a#12  heavy#a#15  5
big#a#5  heavy#a#2  5
big#a#2  heavy#a#13  5
big#a#1  heavy#a#21  5
big#a#2  heavy#a#12  5
big#a#5  heavy#a#19  5
big#a#8  heavy#a#15  5
big#a#11  heavy#a#4  5
big#a#5  heavy#a#18  5
big#a#8  heavy#a#10  5
big#a#13  heavy#a#9  5
big#a#4  heavy#a#27  5
big#a#8  heavy#a#16  5
big#a#8  heavy#a#19  5
big#a#4  heavy#a#6  5
big#a#10  heavy#a#12  5
big#a#3  heavy#a#2  5
big#a#3  heavy#a#20  5
big#a#4  heavy#a#18  5
big#a#7  heavy#a#4  5
big#a#6  heavy#a#19  5
big#a#4  heavy#a#3  5
big#a#9  heavy#a#18  5
big#a#7  heavy#a#3  5
big#a#13  heavy#a#14  5
big#a#9  heavy#a#13  5
big#a#5  heavy#a#5  5
big#a#12  heavy#a#4  5
big#a#13  heavy#a#2  5
big#a#8  heavy#a#8  5
big#a#7  heavy#a#10  5
big#a#10  heavy#a#27  5
big#a#10  heavy#a#16  5
big#a#10  heavy#a#3  5
big#a#6  heavy#a#27  5
big#a#4  heavy#a#13  5
big#a#12  heavy#a#8  5
big#a#3  heavy#a#5  5
big#a#11  heavy#a#14  5
big#a#13  heavy#a#20  5
big#a#8  heavy#a#9  4
big#a#9  heavy#a#16  4
big#a#6  heavy#a#2  4
big#a#3  heavy#a#10  4
big#a#13  heavy#a#24  4
big#a#13  heavy#a#5  4
big#a#7  heavy#a#14  4
big#a#9  heavy#a#3  4
big#a#2  heavy#a#16  4
big#a#4  heavy#a#10  4
big#a#3  heavy#a#25  4
big#a#10  heavy#a#22  4
big#a#2  heavy#a#4  4
big#a#3  heavy#a#12  4
big#a#3  heavy#a#26  4
big#a#2  heavy#a#2  4
big#a#3  heavy#a#16  4
big#a#3  heavy#a#8  4
big#a#5  heavy#a#26  4
big#a#6  heavy#a#25  4
big#a#8  heavy#a#14  4
big#a#12  heavy#a#5  4
big#a#11  heavy#a#13  4
big#a#4  heavy#a#14  4
big#a#9  heavy#a#10  4
big#a#6  heavy#a#13  4
big#a#4  heavy#a#26  4
big#a#13  heavy#a#19  4
big#a#10  heavy#a#2  4
big#a#2  heavy#a#10  4
big#a#6  heavy#a#10  4
big#a#10  heavy#a#7  4
big#a#6  heavy#a#11  4
big#a#12  heavy#a#19  4
big#a#9  heavy#a#7  4
big#a#12  heavy#a#13  4
big#a#4  heavy#a#7  4
big#a#8  heavy#a#12  4
big#a#13  heavy#a#25  4
big#a#6  heavy#a#12  4
big#a#8  heavy#a#13  4
big#a#6  heavy#a#20  4
big#a#4  heavy#a#2  4
big#a#9  heavy#a#12  4
big#a#11  heavy#a#24  4
big#a#3  heavy#a#14  4
big#a#2  heavy#a#18  4
big#a#8  heavy#a#2  4
big#a#10  heavy#a#18  4
big#a#9  heavy#a#27  4
big#a#8  heavy#a#25  4
big#a#13  heavy#a#11  4
big#a#4  heavy#a#22  4
big#a#9  heavy#a#15  4
big#a#10  heavy#a#10  4
big#a#6  heavy#a#1  4
big#a#13  heavy#a#6  4
big#a#3  heavy#a#13  4
big#a#5  heavy#a#8  4
big#a#7  heavy#a#12  3
big#a#4  heavy#a#20  3
big#a#9  heavy#a#5  3
big#a#2  heavy#a#22  3
big#a#13  heavy#a#15  3
big#a#7  heavy#a#25  3
big#a#2  heavy#a#7  3
big#a#7  heavy#a#2  3
big#a#9  heavy#a#4  3
big#a#6  heavy#a#17  3
big#a#10  heavy#a#14  3
big#a#3  heavy#a#18  3
big#a#9  heavy#a#22  3
big#a#10  heavy#a#23  3
big#a#10  heavy#a#26  3
big#a#6  heavy#a#15  3
big#a#6  heavy#a#21  3
big#a#6  heavy#a#9  3
big#a#12  heavy#a#25  3
big#a#3  heavy#a#24  3
big#a#5  heavy#a#6  3
big#a#6  heavy#a#23  3
big#a#5  heavy#a#7  3
big#a#6  heavy#a#8  3
big#a#9  heavy#a#25  3
big#a#3  heavy#a#19  3
big#a#12  heavy#a#14  3
big#a#7  heavy#a#8  3
big#a#13  heavy#a#7  3
big#a#3  heavy#a#3  3
big#a#7  heavy#a#9  3
big#a#8  heavy#a#7  3
big#a#6  heavy#a#6  3
big#a#13  heavy#a#26  3
big#a#10  heavy#a#25  3
big#a#8  heavy#a#20  3
big#a#12  heavy#a#11  3
big#a#9  heavy#a#8  3
big#a#6  heavy#a#7  3
big#a#5  heavy#a#23  3
big#a#8  heavy#a#18  3
big#a#2  heavy#a#6  3
big#a#2  heavy#a#3  3
big#a#6  heavy#a#26  3
big#a#2  heavy#a#15  3
big#a#6  heavy#a#3  3
big#a#7  heavy#a#13  3
big#a#2  heavy#a#14  3
big#a#7  heavy#a#19  3
big#a#6  heavy#a#24  3
big#a#2  heavy#a#25  3
big#a#2  heavy#a#24  3
big#a#4  heavy#a#19  3
big#a#4  heavy#a#25  3
big#a#2  heavy#a#20  3
big#a#8  heavy#a#22  3
big#a#11  heavy#a#16  3
big#a#2  heavy#a#26  3
big#a#6  heavy#a#22  3
big#a#7  heavy#a#16  3
big#a#8  heavy#a#17  3
big#a#11  heavy#a#11  3
big#a#10  heavy#a#15  3
big#a#6  heavy#a#18  3
big#a#9  heavy#a#26  3
big#a#6  heavy#a#4  3
big#a#9  heavy#a#21  2
big#a#5  heavy#a#11  2
big#a#3  heavy#a#21  2
big#a#4  heavy#a#23  2
big#a#8  heavy#a#6  2
big#a#4  heavy#a#5  2
big#a#8  heavy#a#23  2
big#a#5  heavy#a#9  2
big#a#12  heavy#a#23  2
big#a#10  heavy#a#20  2
big#a#7  heavy#a#22  2
big#a#7  heavy#a#7  2
big#a#13  heavy#a#23  2
big#a#10  heavy#a#9  2
big#a#6  heavy#a#16  2
big#a#10  heavy#a#6  2
big#a#9  heavy#a#20  2
big#a#11  heavy#a#10  2
big#a#2  heavy#a#19  2
big#a#8  heavy#a#21  2
big#a#12  heavy#a#7  2
big#a#12  heavy#a#2  2
big#a#9  heavy#a#2  2
big#a#9  heavy#a#6  2
big#a#9  heavy#a#19  2
big#a#2  heavy#a#5  2
big#a#11  heavy#a#25  2
big#a#3  heavy#a#23  2
big#a#10  heavy#a#19  2
big#a#3  heavy#a#7  2
big#a#11  heavy#a#2  2
big#a#9  heavy#a#9  2
big#a#12  heavy#a#22  2
big#a#10  heavy#a#5  2
big#a#3  heavy#a#9  2
big#a#7  heavy#a#20  2
big#a#9  heavy#a#24  2
big#a#8  heavy#a#24  2
big#a#2  heavy#a#23  2
big#a#5  heavy#a#22  2
big#a#11  heavy#a#8  2
big#a#8  heavy#a#26  2
big#a#7  heavy#a#17  2
big#a#4  heavy#a#9  2
big#a#8  heavy#a#5  2
big#a#10  heavy#a#21  1
big#a#7  heavy#a#18  1
big#a#10  heavy#a#11  1
big#a#12  heavy#a#21  1
big#a#3  heavy#a#11  1
big#a#3  heavy#a#15  1
big#a#9  heavy#a#11  1
big#a#7  heavy#a#5  1
big#a#2  heavy#a#21  1
big#a#7  heavy#a#26  1
big#a#4  heavy#a#21  1
big#a#7  heavy#a#23  1
big#a#7  heavy#a#24  1
big#a#4  heavy#a#11  1
big#a#6  heavy#a#5  1
big#a#9  heavy#a#14  1
big#a#13  heavy#a#21  1
big#a#8  heavy#a#11  1
big#a#2  heavy#a#9  1
big#a#12  heavy#a#9  1
big#a#3  heavy#a#22  1
big#a#11  heavy#a#22  1
big#a#5  heavy#a#15  1
big#a#11  heavy#a#21  1
big#a#3  heavy#a#6  1
big#a#5  heavy#a#21  1
big#a#7  heavy#a#21  1
big#a#2  heavy#a#11  1
big#a#7  heavy#a#11  1
big#a#7  heavy#a#6  1
big#a#11  heavy#a#7  1
big#a#9  heavy#a#23  1
big#a#7  heavy#a#15  0
big#a#11  heavy#a#9  0
big#a#11  heavy#a#23  0

afraid#a  anxious#a
afraid#a  anxious#a  (all senses)
afraid#a#1  anxious#a#2  27
afraid#a#1  anxious#a#1  15
afraid#a#3  anxious#a#2  12
afraid#a#2  anxious#a#2  12
afraid#a#2  anxious#a#1  9
afraid#a#3  anxious#a#1  9
afraid#a#4  anxious#a#2  6
afraid#a#4  anxious#a#1  5

sick#a  crazy#a
sick#a  crazy#a  (all senses)
sick#a#3  crazy#a#1  116
sick#a#1  crazy#a#1  27
sick#a#1  crazy#a#4  19
sick#a#1  crazy#a#5  12
sick#a#1  crazy#a#2  9
sick#a#3  crazy#a#4  8
sick#a#3  crazy#a#5  7
sick#a#6  crazy#a#1  7
sick#a#6  crazy#a#4  7
sick#a#5  crazy#a#2  6
sick#a#5  crazy#a#4  6
sick#a#1  crazy#a#3  6
sick#a#5  crazy#a#1  5
sick#a#4  crazy#a#1  5
sick#a#2  crazy#a#1  5
sick#a#4  crazy#a#5  5
sick#a#4  crazy#a#2  4
sick#a#2  crazy#a#5  4
sick#a#3  crazy#a#2  4
sick#a#4  crazy#a#4  4
sick#a#2  crazy#a#3  3
sick#a#6  crazy#a#2  3
sick#a#5  crazy#a#5  3
sick#a#2  crazy#a#4  3
sick#a#7  crazy#a#3  3
sick#a#6  crazy#a#5  3
sick#a#6  crazy#a#3  3
sick#a#5  crazy#a#3  3
sick#a#7  crazy#a#1  2
sick#a#7  crazy#a#2  2
sick#a#2  crazy#a#2  2
sick#a#7  crazy#a#4  2
sick#a#4  crazy#a#3  2
sick#a#3  crazy#a#3  1
sick#a#7  crazy#a#5  1

wonderful#a  terrific#a
wonderful#a  terrific#a  (all senses)
wonderful#a#1  terrific#a#2  362
wonderful#a#1  terrific#a#1  9
wonderful#a#1  terrific#a#3  1

modest#a  ashamed#a
modest#a  ashamed#a  (all senses)
modest#a#4  ashamed#a#1  15
modest#a#5  ashamed#a#1  11
modest#a#1  ashamed#a#1  11
modest#a#6  ashamed#a#1  8
modest#a#2  ashamed#a#1  8
modest#a#3  ashamed#a#1  6
modest#a#7  ashamed#a#1  6

happy#a  glad#a
happy#a  glad#a  (all senses)
happy#a#1  glad#a#1  242
happy#a#1  glad#a#4  136
happy#a#3  glad#a#2  114
happy#a#1  glad#a#3  19
happy#a#3  glad#a#1  11
happy#a#1  glad#a#2  10
happy#a#4  glad#a#1  9
happy#a#3  glad#a#3  7
happy#a#2  glad#a#1  7
happy#a#3  glad#a#4  6
happy#a#4  glad#a#2  6
happy#a#4  glad#a#3  5
happy#a#2  glad#a#4  5
happy#a#4  glad#a#4  4
happy#a#2  glad#a#3  2
happy#a#2  glad#a#2  1

inexpensive#a  cheap#a
inexpensive#a  cheap#a  (all senses)
inexpensive#a#1  cheap#a#1  380
inexpensive#a#1  cheap#a#3  9
inexpensive#a#1  cheap#a#2  3
inexpensive#a#1  cheap#a#4  2

fragile#a  frigid#a
fragile#a  frigid#a  (all senses)
fragile#a#3  frigid#a#3  11
fragile#a#1  frigid#a#3  8
fragile#a#1  frigid#a#2  5
fragile#a#3  frigid#a#2  4
fragile#a#1  frigid#a#1  4
fragile#a#3  frigid#a#1  3
fragile#a#2  frigid#a#3  2
fragile#a#2  frigid#a#2  2
fragile#a#2  frigid#a#1  0

wide#a  narrow#a
wide#a  narrow#a  (all senses)
wide#a#1  narrow#a#1  122
wide#a#6  narrow#a#2  23
wide#a#4  narrow#a#1  23
wide#a#4  narrow#a#2  23
wide#a#1  narrow#a#3  16
wide#a#5  narrow#a#4  15
wide#a#6  narrow#a#1  15
wide#a#3  narrow#a#1  11
wide#a#2  narrow#a#2  10
wide#a#4  narrow#a#3  9
wide#a#1  narrow#a#2  9
wide#a#2  narrow#a#1  8
wide#a#3  narrow#a#3  8
wide#a#1  narrow#a#4  8
wide#a#1  narrow#a#5  7
wide#a#2  narrow#a#3  7
wide#a#4  narrow#a#4  7
wide#a#7  narrow#a#3  6
wide#a#7  narrow#a#1  6
wide#a#4  narrow#a#5  6
wide#a#5  narrow#a#1  5
wide#a#3  narrow#a#2  5
wide#a#7  narrow#a#5  5
wide#a#6  narrow#a#3  5
wide#a#2  narrow#a#5  5
wide#a#2  narrow#a#4  4
wide#a#6  narrow#a#5  4
wide#a#5  narrow#a#2  3
wide#a#7  narrow#a#2  3
wide#a#6  narrow#a#4  3
wide#a#3  narrow#a#5  3
wide#a#5  narrow#a#3  2
wide#a#3  narrow#a#4  2
wide#a#5  narrow#a#5  2
wide#a#7  narrow#a#4  1

dumb#a  intelligent#a
dumb#a  intelligent#a  (all senses)
dumb#a#1  intelligent#a#1  20
dumb#a#3  intelligent#a#1  11
dumb#a#4  intelligent#a#1  10
dumb#a#1  intelligent#a#4  8
dumb#a#1  intelligent#a#3  8
dumb#a#2  intelligent#a#1  8
dumb#a#3  intelligent#a#4  4
dumb#a#2  intelligent#a#4  4
dumb#a#3  intelligent#a#3  4
dumb#a#4  intelligent#a#3  4
dumb#a#4  intelligent#a#4  4
dumb#a#2  intelligent#a#3  3
dumb#a#1  intelligent#a#2  3
dumb#a#4  intelligent#a#2  2
dumb#a#2  intelligent#a#2  1
dumb#a#3  intelligent#a#2  1

apparent#a  obvious#a
apparent#a  obvious#a  (all senses)
apparent#a#1  obvious#a#1  234
apparent#a#2  obvious#a#1  13

fast#a  rapid#a
fast#a  rapid#a  (all senses)
fast#a#1  rapid#a#2  280
fast#a#1  rapid#a#1  216
fast#a#5  rapid#a#2  20
fast#a#5  rapid#a#1  13
fast#a#4  rapid#a#1  11
fast#a#3  rapid#a#1  11
fast#a#9  rapid#a#1  11
fast#a#7  rapid#a#1  10
fast#a#7  rapid#a#2  9
fast#a#10  rapid#a#1  9
fast#a#4  rapid#a#2  9
fast#a#3  rapid#a#2  8
fast#a#2  rapid#a#1  8
fast#a#10  rapid#a#2  7
fast#a#9  rapid#a#2  7
fast#a#6  rapid#a#1  6
fast#a#6  rapid#a#2  6
fast#a#2  rapid#a#2  5
fast#a#8  rapid#a#2  5
fast#a#8  rapid#a#1  5

dumb#a  foolish#a
dumb#a  foolish#a  (all senses)
dumb#a#1  foolish#a#2  74
dumb#a#1  foolish#a#1  14
dumb#a#3  foolish#a#1  12
dumb#a#4  foolish#a#1  12
dumb#a#2  foolish#a#1  11
dumb#a#3  foolish#a#2  5
dumb#a#4  foolish#a#2  4
dumb#a#2  foolish#a#2  4

elastic#a  flexible#a
elastic#a  flexible#a  (all senses)
elastic#a#2  flexible#a#3  334
elastic#a#1  flexible#a#4  157
elastic#a#1  flexible#a#2  99
elastic#a#1  flexible#a#3  29
elastic#a#1  flexible#a#1  22
elastic#a#2  flexible#a#2  17
elastic#a#2  flexible#a#1  16
elastic#a#1  flexible#a#5  9
elastic#a#2  flexible#a#5  8
elastic#a#2  flexible#a#4  7

simple#a  easy#a
simple#a  easy#a  (all senses)
simple#a#1  easy#a#1  162
simple#a#2  easy#a#1  100
simple#a#6  easy#a#1  25
simple#a#3  easy#a#3  17
simple#a#1  easy#a#5  17
simple#a#1  easy#a#3  16
simple#a#6  easy#a#3  13
simple#a#3  easy#a#1  13
simple#a#1  easy#a#2  12
simple#a#4  easy#a#1  11
simple#a#1  easy#a#11  10
simple#a#1  easy#a#8  10
simple#a#2  easy#a#2  10
simple#a#2  easy#a#5  9
simple#a#2  easy#a#3  9
simple#a#5  easy#a#1  9
simple#a#6  easy#a#8  8
simple#a#3  easy#a#2  8
simple#a#6  easy#a#5  8
simple#a#1  easy#a#12  8
simple#a#6  easy#a#11  7
simple#a#2  easy#a#10  7
simple#a#6  easy#a#2  7
simple#a#2  easy#a#12  7
simple#a#4  easy#a#11  7
simple#a#7  easy#a#1  6
simple#a#2  easy#a#7  6
simple#a#5  easy#a#3  6
simple#a#2  easy#a#8  6
simple#a#1  easy#a#6  6
simple#a#4  easy#a#8  6
simple#a#2  easy#a#11  6
simple#a#2  easy#a#6  6
simple#a#1  easy#a#9  6
simple#a#1  easy#a#10  5
simple#a#3  easy#a#5  5
simple#a#5  easy#a#11  5
simple#a#4  easy#a#3  5
simple#a#3  easy#a#7  4
simple#a#6  easy#a#12  4
simple#a#3  easy#a#6  4
simple#a#3  easy#a#8  4
simple#a#2  easy#a#9  4
simple#a#6  easy#a#6  4
simple#a#7  easy#a#2  4
simple#a#4  easy#a#2  4
simple#a#3  easy#a#9  4
simple#a#6  easy#a#10  3
simple#a#4  easy#a#5  3
simple#a#7  easy#a#8  3
simple#a#2  easy#a#4  3
simple#a#4  easy#a#10  3
simple#a#6  easy#a#7  3
simple#a#3  easy#a#10  3
simple#a#6  easy#a#9  3
simple#a#7  easy#a#10  3
simple#a#5  easy#a#9  3
simple#a#5  easy#a#2  3
simple#a#7  easy#a#6  2
simple#a#1  easy#a#7  2
simple#a#4  easy#a#9  2
simple#a#5  easy#a#5  2
simple#a#4  easy#a#4  2
simple#a#5  easy#a#10  2
simple#a#3  easy#a#11  2
simple#a#7  easy#a#5  2
simple#a#5  easy#a#12  2
simple#a#5  easy#a#6  2
simple#a#4  easy#a#6  2
simple#a#3  easy#a#12  2
simple#a#1  easy#a#4  2
simple#a#7  easy#a#3  2
simple#a#7  easy#a#9  1
simple#a#7  easy#a#11  1
simple#a#4  easy#a#12  1
simple#a#6  easy#a#4  1
simple#a#5  easy#a#7  1
simple#a#7  easy#a#7  1
simple#a#4  easy#a#7  1
simple#a#7  easy#a#12  1
simple#a#5  easy#a#4  1
simple#a#5  easy#a#8  1
simple#a#3  easy#a#4  0
simple#a#7  easy#a#4  0

exotic#a  rare#a
exotic#a  rare#a  (all senses)
exotic#a#1  rare#a#5  13
exotic#a#2  rare#a#5  12
exotic#a#1  rare#a#1  8
exotic#a#1  rare#a#3  8
exotic#a#1  rare#a#4  5
exotic#a#2  rare#a#3  5
exotic#a#1  rare#a#6  4
exotic#a#2  rare#a#6  4
exotic#a#2  rare#a#2  3
exotic#a#1  rare#a#2  3
exotic#a#2  rare#a#1  3
exotic#a#2  rare#a#4  3

sad#a  terrible#a
sad#a  terrible#a  (all senses)
sad#a#3  terrible#a#2  28
sad#a#2  terrible#a#1  10
sad#a#1  terrible#a#4  10
sad#a#3  terrible#a#4  9
sad#a#3  terrible#a#3  8
sad#a#1  terrible#a#1  7
sad#a#1  terrible#a#3  7
sad#a#2  terrible#a#4  6
sad#a#3  terrible#a#1  5
sad#a#2  terrible#a#3  5
sad#a#1  terrible#a#2  4
sad#a#2  terrible#a#2  3

necessary#a  important#a
necessary#a  important#a  (all senses)
necessary#a#1  important#a#3  34
necessary#a#1  important#a#1  29
necessary#a#1  important#a#2  28
necessary#a#2  important#a#1  11
necessary#a#1  important#a#4  10
necessary#a#2  important#a#2  10
necessary#a#1  important#a#5  9
necessary#a#2  important#a#3  9
necessary#a#2  important#a#5  7
necessary#a#2  important#a#4  3

sly#a  strange#a
sly#a  strange#a  (all senses)
sly#a#1  strange#a#3  13
sly#a#1  strange#a#1  12
sly#a#1  strange#a#2  2

large#a  big#a
large#a  big#a  (all senses)
large#a#1  big#a#1  2984
large#a#4  big#a#11  268
large#a#7  big#a#13  241
large#a#5  big#a#5  168
large#a#1  big#a#3  29
large#a#5  big#a#1  26
large#a#1  big#a#10  26
large#a#1  big#a#5  26
large#a#2  big#a#1  23
large#a#4  big#a#1  22
large#a#1  big#a#11  22
large#a#6  big#a#1  21
large#a#1  big#a#12  21
large#a#1  big#a#4  20
large#a#2  big#a#5  18
large#a#1  big#a#13  16
large#a#1  big#a#8  16
large#a#7  big#a#1  16
large#a#5  big#a#3  15
large#a#1  big#a#7  14
large#a#1  big#a#2  14
large#a#6  big#a#11  14
large#a#3  big#a#1  13
large#a#4  big#a#5  12
large#a#5  big#a#11  12
large#a#4  big#a#12  12
large#a#5  big#a#12  11
large#a#5  big#a#2  10
large#a#7  big#a#5  10
large#a#2  big#a#11  10
large#a#7  big#a#8  10
large#a#5  big#a#13  10
large#a#5  big#a#4  9
large#a#3  big#a#5  9
large#a#1  big#a#9  8
large#a#4  big#a#3  8
large#a#7  big#a#12  8
large#a#5  big#a#10  8
large#a#6  big#a#5  8
large#a#4  big#a#4  8
large#a#7  big#a#7  8
large#a#7  big#a#2  7
large#a#2  big#a#13  7
large#a#6  big#a#12  7
large#a#5  big#a#8  7
large#a#7  big#a#11  6
large#a#5  big#a#7  6
large#a#4  big#a#8  6
large#a#3  big#a#11  6
large#a#2  big#a#3  6
large#a#1  big#a#6  6
large#a#7  big#a#3  6
large#a#4  big#a#13  6
large#a#2  big#a#8  5
large#a#4  big#a#2  5
large#a#7  big#a#4  5
large#a#4  big#a#6  5
large#a#5  big#a#6  5
large#a#3  big#a#13  5
large#a#7  big#a#10  5
large#a#7  big#a#6  5
large#a#2  big#a#2  5
large#a#7  big#a#9  4
large#a#4  big#a#10  4
large#a#5  big#a#9  4
large#a#2  big#a#12  4
large#a#3  big#a#12  4
large#a#2  big#a#7  4
large#a#4  big#a#7  4
large#a#4  big#a#9  3
large#a#6  big#a#3  3
large#a#2  big#a#10  3
large#a#3  big#a#3  3
large#a#2  big#a#9  3
large#a#2  big#a#4  3
large#a#6  big#a#4  3
large#a#6  big#a#9  3
large#a#6  big#a#10  3
large#a#3  big#a#2  3
large#a#3  big#a#4  2
large#a#6  big#a#8  2
large#a#6  big#a#2  2
large#a#3  big#a#10  2
large#a#6  big#a#13  2
large#a#3  big#a#8  2
large#a#3  big#a#9  2
large#a#2  big#a#6  2
large#a#3  big#a#7  2
large#a#6  big#a#7  1
large#a#3  big#a#6  1
large#a#6  big#a#6  0

narrow#a  broad#a
narrow#a  broad#a  (all senses)
narrow#a#1  broad#a#1  189
narrow#a#3  broad#a#1  25
narrow#a#2  broad#a#6  23
narrow#a#1  broad#a#6  23
narrow#a#2  broad#a#1  13
narrow#a#1  broad#a#3  13
narrow#a#3  broad#a#3  12
narrow#a#5  broad#a#8  12
narrow#a#3  broad#a#8  11
narrow#a#4  broad#a#1  11
narrow#a#1  broad#a#8  10
narrow#a#5  broad#a#3  10
narrow#a#2  broad#a#2  10
narrow#a#1  broad#a#7  9
narrow#a#5  broad#a#1  9
narrow#a#3  broad#a#6  9
narrow#a#1  broad#a#4  9
narrow#a#4  broad#a#5  8
narrow#a#1  broad#a#2  8
narrow#a#1  broad#a#5  7
narrow#a#2  broad#a#3  7
narrow#a#3  broad#a#7  7
narrow#a#3  broad#a#5  7
narrow#a#2  broad#a#5  7
narrow#a#3  broad#a#2  7
narrow#a#4  broad#a#6  7
narrow#a#5  broad#a#6  6
narrow#a#5  broad#a#7  5
narrow#a#5  broad#a#2  5
narrow#a#4  broad#a#3  4
narrow#a#4  broad#a#8  4
narrow#a#4  broad#a#2  4
narrow#a#2  broad#a#8  4
narrow#a#2  broad#a#7  4
narrow#a#5  broad#a#5  4
narrow#a#3  broad#a#4  3
narrow#a#4  broad#a#7  2
narrow#a#4  broad#a#4  1
narrow#a#2  broad#a#4  1
narrow#a#5  broad#a#4  1

terrific#a  mad#a
terrific#a  mad#a  (all senses)
terrific#a#2  mad#a#4  7
terrific#a#2  mad#a#3  7
terrific#a#2  mad#a#1  6
terrific#a#1  mad#a#3  6
terrific#a#2  mad#a#2  6
terrific#a#1  mad#a#4  5
terrific#a#1  mad#a#2  5
terrific#a#1  mad#a#1  5
terrific#a#3  mad#a#3  3
terrific#a#3  mad#a#2  2
terrific#a#3  mad#a#4  2
terrific#a#3  mad#a#1  1

rough#a  frigid#a
rough#a  frigid#a  (all senses)
rough#a#8  frigid#a#2  24
rough#a#1  frigid#a#2  18
rough#a#8  frigid#a#3  17
rough#a#1  frigid#a#3  11
rough#a#5  frigid#a#3  10
rough#a#7  frigid#a#3  10
rough#a#10  frigid#a#2  9
rough#a#10  frigid#a#3  9
rough#a#11  frigid#a#2  8
rough#a#11  frigid#a#3  8
rough#a#2  frigid#a#3  8
rough#a#4  frigid#a#2  8
rough#a#2  frigid#a#2  7
rough#a#4  frigid#a#3  7
rough#a#5  frigid#a#2  7
rough#a#11  frigid#a#1  6
rough#a#7  frigid#a#2  6
rough#a#3  frigid#a#1  5
rough#a#12  frigid#a#2  5
rough#a#4  frigid#a#1  5
rough#a#14  frigid#a#3  5
rough#a#13  frigid#a#3  4
rough#a#12  frigid#a#1  4
rough#a#8  frigid#a#1  4
rough#a#10  frigid#a#1  4
rough#a#7  frigid#a#1  4
rough#a#12  frigid#a#3  4
rough#a#2  frigid#a#1  4
rough#a#9  frigid#a#3  4
rough#a#3  frigid#a#3  4
rough#a#9  frigid#a#2  3
rough#a#6  frigid#a#3  3
rough#a#13  frigid#a#2  3
rough#a#3  frigid#a#2  3
rough#a#1  frigid#a#1  3
rough#a#6  frigid#a#2  3
rough#a#14  frigid#a#2  3
rough#a#9  frigid#a#1  2
rough#a#14  frigid#a#1  2
rough#a#6  frigid#a#1  2
rough#a#13  frigid#a#1  1
rough#a#5  frigid#a#1  1

mad#a  glad#a
mad#a  glad#a  (all senses)
mad#a#3  glad#a#1  10
mad#a#1  glad#a#3  10
mad#a#1  glad#a#1  10
mad#a#4  glad#a#1  8
mad#a#2  glad#a#1  8
mad#a#1  glad#a#4  6
mad#a#3  glad#a#2  6
mad#a#2  glad#a#2  5
mad#a#4  glad#a#4  5
mad#a#3  glad#a#4  5
mad#a#4  glad#a#2  5
mad#a#1  glad#a#2  4
mad#a#2  glad#a#4  4
mad#a#3  glad#a#3  3
mad#a#2  glad#a#3  2
mad#a#4  glad#a#3  2

certain#a  sure#a
certain#a  sure#a  (all senses)
certain#a#4  sure#a#3  412
certain#a#2  sure#a#1  366
